b064bb16b9881a7 139194434f63fd13
47f452c8cc893d8 850123ec9fc744b
19fc5d4cad527b7 4dbed46c5fac583
8ec6ecb5b754c33 46b897c2e234215
7371c45e52d26c5 1ea7a4d6b1d1b582
1d389235ee0439bb 1ed2f2640c253d43
18002406b53836c 12c13096db72f08f
17364e9268f9682f ef900cdb3132915
bfa45fb4e7bc961 19296b2eb8e0b04b
dc115c3723938a 70a59f86c6dcafc
7aa0a4f0f181f7e c0509315ec0a156
1c317b885d2cd370 1ff07fa0a7bf2bae
a42814a3536e5d7 11049b8ceafeb75b
14c3df30f517e513 19c9dd2cfcd794ed
5a986ff97211c30 78d58f1cb45cd7e
1bf9c2a9cab4d687 184e3778c5b6f1ea
4a46d59cf886e 20b70a48b6f66a
1ec3b4ad556fe821 16a619908a6bf760
b2d9344d57930f5 449ab900aad6574
1d3a589842c56416 796ff430c65882b
122296de0b58bb38 1f61070d1bb99cc3
b6650559a86b9c1 1e68f385141c93d7
3bd391d948c7dd 13a7c578a8a1966a
1c9d668d161aaee4 1846e817122954ce
795633fbd6a39d4 10c5a08c5d7c62c9
1edb7c81129eced5 d28d2db2df80a02
57826f1a1c99555 d4834ff0f834b1c
659c96bc1b3b06 18f825394d0ab476
467bc9fd6aba506 a0280b56365dafd
17280e0d089bef7a 7f4a0651dda8c31
14a053879ca0f0e8 b1cbbc1c21fb9e8
1cd5317d6c8a31b1 139b89d498ec5a9a
66cc17d02c3a935 24d1bfa596401be
36021912121445 15b0af18e9fabcde
19075d30deeb973d 1237f992ae94f4cf
12e8953c4a4cf573 1b63a7f7ec4bedcf
193ffa916ebce895 f9cadccb73c3bb5
c4960c225843883 28ad08b380774e4
8a22e5b04bd941e c74f84900d6ee20
15dfc69cc9d33537 1e20c593ef270a3c
12afc61a2bd25c2 1651ed17d867b149
1be004a6c0514c1 17cc04a89efeb0ed
1cb40e286e5b0d83 12bb04ab8ba28b1a
181593155df316d1 1bfa7d1ecc0e8f52
b0a9d1d4369202c 1b7f0e67fe1d49b3
a337fc8bb5e1a64 1c65744763ee7429
12656c94b25c3738 12493892966e694d
a0d24fdab271fc8 1f7777436f012acb
6db581d0fb990ed 2cbacda80458783
11f687b524b07921 1b07ff858ea87f70
1dea07737267295d 1f6c32e143fd922
1514bbd42877286c b4450e3d7bbd9b8
3c0059a6c64aec2 197b79311123f606
128e132142ed508c 1911345fc14f1c32
175eab0575e442f1 8264803d764566b
135cc9a7a806abad 1d0ca133abcb5601
1e5473b278533bb4 17fa4209d0962f2a
12e18c3dae5eb2f5 b00adcf726c7e20
1a66e9b62b079a5c 155bf51e62610233
d9e72640108f5f8 18e55806c64e1196
16bba60febc0e035 12024acf0222207e
823f14e1d8b9043 12fc060b2c4b9824
be4791cc19025e5 1b4a00fd33cba35d
8d89598e78831f6 db7e87f98e7c99c
1a0846479e1c33ef c03bcdd47a51fa8
97c74b62e9a9b7e 16a4e57f98c04f0
238df6c62ab280f a42feac51937ea9
14db1bcf657fc4bc e0dd07637569726
13f13cff7a05c21b 5dbf8156c246a96
16d9ee0216216301 19d3bd8d47614f5e
10f1f87f61d9532b 701c211f4d89b7a
8dd0285580ce47 56047ac45207e16
10ae22cd6384526e 6e5d6125ce97050
1f18ed0a75c7551c 16aee58bee44e1c7
1277a81d57239aba b75706a3c108deb
42b0ec848165cb 1040e38cf097754
109df8c69b6c46a1 a56c501537b3631
f6df8c75d746316 2b795c1fd316dca
58b4686b221ed12 17de68f96513e7c8
cfe284d37911899 15cefb8552c7c3ce
730ec72674dea8b f6ad9a374abb4cd
fc8cdca7a92e1c6 1e6691a112ebe194
48423db88f4baac ace85071c194dd
bc96dd005c1dded 13dfe8956ff36eec
1c7299a9871bae90 11d34ffcd4e2bf28
7719fe7eedb7fb7 188e09895682100
d5450b212821fb0 860e21576a41291
1ec8ced65593e0de d412a84d580041a
127dffdf2655a50e 19a62e9d60969128
186145ea9453c86b 13e95437c0d7fa12
7d269ef94fc82b 40eda17f4245750
3eb1098e1227098 d45568093b5f2e4
1218fc9fa94024ca 12445f341cbe3a98
1092313b03cad1c8 aea5d2b7451163d
c54d6b7a8539031 d064beaed36498a
c91d9877e284a8a 8030515fc19895c
fafcb4b1834e25e 1af975b696c22abf
1a7c90a4cee48e6d 165b9453e83aec8c
cacb6d32e442507 14751d35de2dd7f5
157801c6dafb4dac 1bcfb5edcef063cd
1c50116743e58814 df43f144feab109
e8936667b84f3f0 13439abed7c0d23b
aec3f9ad76d721c 18fef3713bf2cb7b
3f72ce3fdf4a796 18cc77c9dd172def
d935278aff28e78 274f591b5c0db5f
59e78bad3316449 bcf8a71618b7e10
39acde0ae580934 bf12b4da675692e
1f9088c245f71e17 3c94421b6e8a78
a11da9a1dd974b7 139c2279b4c7f821
f739a205e529d37 131621dedfb7fbb1
1c47a0db058ae230 6ad978718581e79
3dba172bb725e8 95bf929756a8b46
11b17a27391254fb 13828cb00b430a82
4b4f96bf0789ebb 517fe410bca4749
147ffe4b93db930a 1640fc52f2cf60ad
10771267de0b8f8e 1320b370be0c5220
7236c26ca8d8833 efabe58c541ede5
3714b2330ceef16 2ce107cc462ff68
957dc410ec46bc9 76721a61886b49a
66a71f894608cc0 1f3ae766776de8d6
67896bba32ed009 4c5f261affd2a91
104729daf336a2e1 157375d7e1a49eda
6baf9bcc027d05a 1397a38f6b30839a
97223ea6b0ebc0a 1481425b749a7673
7e04283523e0322 b46741b5d9a7308
1e4cf6627b4087de 1e94d0563e8897d9
cf5f99f11cd7014 17c850348ccf7026
58cc6604ef710bb a638067d3b2066d
d295ae73e87b128 1c04d9a9e661bef2
14a30f37bda0e616 1a0cb386534eb1f7
be1157ed7f39be1 1f5783adcb58654c
986d3d74c0d02ee c0489b76be6b900
110595644abc0a49 2e1d61ef95cac7c
bb5366762c51dbd b568a8a0c40f450
28d8a888c9fa 49d8e601c017957
145f0374bf35df0b 137cd402589b6617
1e453c120870fbcf 1ca954db32875957
1e34e7631f072ed1 114a76416f6aa3d3
69636f09b91a6f5 1eff45c68bd4d8a
1cf843267e269379 1b7c2a7ed2036bf6
1fa80265c2067c31 1c83e8fee9c596f2
1b9b6e4ef8fed12d 1ccf8010bcd33ea2
165f4d417206a32e 6c2701d1ede696c
1d1cfa246ba5a34c 166192ccf648d63b
9e1287db92a8389 1bf411fab64927ea
1b9bb76c3edc003e 1c035bfba5eda91e
1f9a658d929e5139 1f881e549dd5cd14
130848624aa5092f 175145a71a3f9bdc
19a9650c9b545d7 eb55c7e276c09ba
b5178323857d129 a51f139615c9005
48bf17ad5c28a23 1da3d7da20ac94d2
b8f3e3caa666c95 554653d17e37171
11a5d4b925ae1c49 1606a89884a20bf0
1d0da6b8f2ef7f22 18bfa94c3056e6c0
1f781eb9d63b2893 1c58e6741c6437f5
1238e12287ba7b25 18f5752fd39ba6cc
10eb5c41806c4811 b64d58f12d071e8
11eedd58b2573270 1a6977b078e102aa
12605e8b8920dd90 1c64ee5f7c162f49
1c210858bdf3ccef d4b4b96d2b91fb4
b3436baf6bda9af b5176b99bd102a4
11c747cf282bbc78 1f220806515440dd
ad0a8267e9429eb f3bc1e367f72e4e
1e520223cd839f4 a36c0cee2127bc3
25627f49b4fbdbb 1a64f602a102b937
10afb1186fbd3f5d 1d6a3958c5747b75
1880f9c9e4872b63 189af00de74b33fc
b6fd6c21f5b9e13 1fdc2bb0b28eeb1
23bf14d50917e2a 152e68cc6fe9abc1
e84a3e4e9d14898 193e2fde948d03a2
1e86357f2e492b36 96c07a6bee9d53e
22d6115a0c58af5 1e2a4e34627864d6
b690401739d9a40 11e27b37f819b529
c997ccd2ff236a7 f97d0ffbe3f56a
1dfd3d293b72d1b 18ba9f53c0904554
16703fcc15aa2738 47758bd61efa781
96cc8bf071f65dc 13d500552f19b13
1b7f203a919e552e a11308fd00e1756
1332bf9b6477e6aa 294380bd288b760
b2e81a3389a47d0 d5ad535af91ff2f
1422176b7dc2b7e3 7cf4166ac9e6a2d
68e7abc9878624d a8c6cac30f92c53
de3825a2816e51b 179019c147cb345a
c5d1f90fd2fbe72 408b17260fe2def
1b39823e2c4ff1f8 1bd7b8da4bdd597
29f92f9557f7711 3e4b20a746154dd
13646d540bf27b8a 488fd28b7dc4bf6
80ee1d9d3bbdf9e f08ded16eda8c6c
d386d565ccdd9f1 45dd41395400ba2
4c0e39cbadf9793 1d427c436b9d0eeb
5188479039b3fbc 1e2e301dd3e13dbe
17ac18aabe203844 85e3fa820fe3337
68cd0c13a7c9878 a574ec6bcc537ec
ceff618b98955d4 144ee4c84b3917c8
1db429e346a2f758 e4d29f49fe7b559
1868fc8b6f40c0e2 1c56e1ae6526db4c
39ce8cdcbdb14cd 8f878a0cbefb5f2
d3371048488d82c bc2088d9c0d79a3
189b4c11679c96f 8bc42e6b67e5455
1bd936412dfdda8c 1a4a339c0001b89
6a78f3f766056 11fa49c14a31247b
1d6050e88934fcfe 129b05d302bfa6ca
7a2ef2789424c1e 29f2fdf66b43a4b
d24b78eee7857c9 1470f9c68094267b
12a68dba73b6b782 552dfcc3bfc7a41
1d40f6229c98ab0f 1373120e6cce735b
4a00973273e6aaa 72fd034b40844f4
f50986cce248ec4 ae06905ce6f26fd
11a187d7dc842f2f 1246f7b11829080
362faafe08e1aeb 19e001a8f245013a
19465d4243d12a9a 462e78e748de032
92de24cf7912dec 1a22b2282f4e8204
4cfad38056fd08 6e16a053e946050
2d5b99749c6155 135b520ad8ddcf6f
4a83add825f355d 1350d733e2aeae1
dc440306915d978 268e5ff38acd729
e1c7164ab7ff45e 3e6d1c781ecea0c
9592e99699b7b56 84ffe59b051c05c
11966ef0c5d45e23 10cfe0d5f81f63e5
18e924b816745ad3 ceef8a5bee55949
1c92461278141c83 102057d7717213cd
131dc7191f20dcf 193ce9ec3cdd866
161880433232bd7c c29c6028467ce0b
ce7b95f355a5ab8 1106ad7d44c2853e
1f7f896d8dade6bf d8ad5f78e12faf5
178e7559340b2a75 1242d7fcafbb41b9
1e65aaf6b30a3d4f 1f5457354ad0eda4
770c798578fed49 d95711b1d834ad9
12dd26d696389bb1 106177ba00b028bc
553038ff1637dec 8ed788532827229
c969df352266d61 19a2597aeba6fe50
16c4676664015e64 666ec622e0ab72d
c2c5e425746115b 129e2bebda3bb7b3
1075725abb307144 1d9e635c2413ea22
b1f084b53892dc7 18096f5a895041fa
1b9c1d60cec5f481 b8dda13f86d2ca9
31e8e0bbed8d33a 19bf7226b5388297
17beda9055f4875c ec7fd96441a11c7
664bc4d49736baf 1bae29dee9d45f76
e8fbcafa70366db dfcccf8b47a6693
282b3b49e5fba99 f0d157c0da7a27b
e7d816c667872be 191f8917a595484
1c876a4feb7dda29 1952fc6058737f7d
1f7b82ebeea1cb49 1a2736dcb95e6435
1caccecfe147c40a cfc208acf9c74cb
b1ebee959631c5 b7412e586d4af8a
24f41afef8e72d5 1bf5fa4f0d11cba1
db12e53c676989f 112002b33c8f80c1
761537be628d40 280a16ac958f95c
189e0db1d5630849 12a765b660a292a7
e8316a8164f32bf fd2f9e225a3d57f
af1056f3b9dfe24 11b843e3429ed855
5a6b4969b43f1ef 71f414f7badacef
508e06bfeb479b6 bb61c043aa4b2cd
17a7459d8cf2fc54 d79a0fbb3fe5065
497e1645f345a 1b76e5b175622844
1fb2cfc77f52764e 6235c7f3a00aba1
18ebd10d2b623345 1004e9b0364041b2
dd8a03d2ac7d2d8 b221c784286fab4
1cc4979f8ad1a632 1e0688aa73c31612
661a3236115df27 1426412bd0c94366
cff04779d22f076 977404be6ab4e44
1e4de9f0856f72cf f1988bd71f8b773
1ac468c6585df367 78dbbeabc0a7844
1509e6adf69104df 1515b402b590387
1c2fe61ca84739aa 1cf15d8985ac7cb6
dc35f4f525b0704 433113d484f3339
185334388c3dc219 11ee4317ba26d553
e8454454a3e498 11d90f1d15d815c9
1f29d80fb8806ac2 116d16490f61450a
131c847c1c3288fe c213e4c9c248b51
1c731a51ff0cb593 818e3a77622943b
b32833f174f3227 1df21409f2be681f
1ac87ffd47358d17 a7cdbbda780f976
98176395d9a9391 1858ac762365218e
64cb21b32944b12 8ec36955bc4edc7
1e29381ae345a3fa 5aeba65374bac60
f64f228f51e1124 1db9c0a427f214d7
14c4490ac07b85f0 189b053be9c29f5c
351236e3bef0736 17a3e36ca8164f7d
17fcdedd6d2511af 13c02c430e4f5877
68b0bf26461af2e 16fa8c949c6cd889
1e048c58945b6ce5 12386fac83ed310f
a5f5c6b0250860f 1b8f9741b97e3109
ac55439e6c16565 46d199dcc811d79
1252f8405de093e8 18f2350d591a81b1
1d7b62d066bac729 137cd37556cf1e9
17711729189f313e 1b2ff6253436d63d
ab0f1081b0ecbb3 30a95f39dbf6850
ff7913d996b5a35 f939ce3916eb7f8
3eb01f36ecd3c41 f055150d783e3e3
294eb9bcdf47609 eb4c8b42499fbc4
1b5a405eabff18a9 c5bc3b2a0a31475
2ff4947c968aa15 954787b561cd50
1cd529c462203179 305379f8aec75c1
d8c0b1e34ac086 76bc03e2f926644
6049aa4e9552fc9 891615fea892be5
a96f1b3ee4d58d2 1e91274a782cb042
1110e6ff7a568e21 60dfde3c94f7305
1d0117297778dcae e8380f293e957b
ba7a724394d87b 8120ad971149965
19b873aa45654898 1cc34379f63e709b
1f6c19fa95895e4a 1a2bd815ecf2f158
1c865e6bcf0fe53a 3565ea172f183e7
9adde003679567 1ecde30dec9bd772
19b14581a5ccc580 1aaee9a88a1452ae
18e0989027028143 19774a7a07b018c4
e8964499c605497 94fc4069cddfc2f
1daaf1f64f4ee98b acd9dd67effca2f
31a6b59a1ee7193 f60f883901f87d
1fb091257789ad44 1334d95b7a76ed64
1971fdfdb975cc55 a1b5caeade7d4b5
eefd92d5fdf7f07 15a12abfecc008aa
13319911555eeb7b 638209834163867
147f0654333e9ddb 330c4cdf588de4
1307ea45bfaedf0a 4f2a724d2bb18e7
884b890c014f79f 113a3499847c4a06
14618b2fc9fa45ea 1f358cc1e18f1297
1324c08e2c6eaf1d 123b0e3d5ce4f683
569368c6ad9c8a5 9189c19e319cd38
5ddd6d28f4fe51e e65280be27aef84
130deaadea4f672 df9ebdb21811d52
8ce46a3aa60a417 70d39ac3e4b6d64
1ede29de86547bd0 1be55e1c64ae9f88
67af3b5146eef2a d7868b34dacac2e
1f55354bcc39ab63 efb32ccf3bc80bf
2deec9fe72a7cc6 a89191684c5f1dc
7f2df4520e25c 15c34650ed89083b
1d0868a11a33148c a5afffcd3d2895a
18a4ce373d985081 1a135a3345b9a12f
10eb3cb877a921c2 1c1b6eb99a6fa126
b94a4276bcfd62a 145adace9cd15e78
1d028fb3e406b399 2072b332e6debc1
1859bfec0cbc6936 175b6e242c2a3f80
3036b5c50cabf9c 1d703fbc792026e7
2dd68d73f819be5 2aac805f7ca917f
5e1a4377a621b61 1a3ca012fd886abe
efbb39bd4f49167 131d57293fb7ab6a
115cdc10a0b7d9d5 675dfc97430eb8e
104e17f906f28828 d63a6cae57a87ff
b249ca153de47b8 16e1def98751016f
4bf56a86ea5954f d79a16cde7a49bb
1d2638ed1c695340 6ee3475587f6924
1161ac11f75c9619 d9a980f4932e8fe
1b850a484538feff 2afaae50f39bfb8
dee9ebe83f284c2 17abc24b206e2f1f
1561fbd4bafc9955 1a30aee925cd84ed
9150d7bea541de9 51afb5483c4ec20
161939f1eb57bbe fc615b2667ea441
14af99ba8eb7264 17a23dbdc71ad438
baea84848779dce 1f5a3b7c9d640d75
66e43dbf7bc1948 12aaf02e6e2bac6
4a723807670903d 15b86685e12f2ca0
fcf5ef02694fe2b ccf26fe38c5ee44
1796ad84afe34528 c49f5202436bb51
e1002d349819326 19f96ce04013f8cd
17fab58462157d6b 3572faaead7f075
127cfe8496085727 f5171f4fd020b71
ef889e6dcb6b67b b82cbcd3fc532a9
8f261f27b599a65 1a9ae819c25b25e0
181648f2925f31fe b957a7559b87671
188621708e715572 1694edd0c7950233
941f242be9de757 9894be09ebff720
19e05c69ebc7c2f6 b978d57e5eb501
bac5980beda5aba 13c7b26bad8c1009
a5491cf804d4c65 20e342049ac15af
1c47493327dcb13b cb7acf639a180b7
62ba32a2bf9197f 97c8372de9b7dc3
14d0c6b3c5687368 64b5654bc8c918b
10a163ecd30b687 1480a8ef18617a4c
eebcf77f6d243ee 1f34b6bd64f826f4
199e490a5fd395cd 18441fc8160469da
139e817b1e3d0348 f005605a8884e5d
be502b08ec542dc eec25425c49072f
b642e9dacc5eee5 12a2759773a1ba32
a324e348a9e396c 5b8c17a484addcc
1ee44f45efe3249b 17fe67db00d97032
4a6bbb4e8add6c0 13037db1fb54a789
11a35fa4e6767547 749524dab517742
1870e0aacc7d70aa f7d7f85ad65a3c3
363d0971b101546 dae3979cb3d42b0
ec3789d7a0b1458 e932d1fbe79d4c0
bb7be615678745 1ba8ddea65b6d7b6
e1ca126b28de184 1b3aa22dfd80dd1c
b67914ce9df9d59 5ce9b5b14493a56
1520af73cb66dcf6 17d103162054e1ba
b71d60e6235ff93 b9d164aebf21871
149e688391d805c1 15cc20eff53f8fd8
1c8b698569123256 54a484798864f23
e9d07b014aa7432 cba01e9c9681077
150591399f3f04c2 11d40f50502fb1a3
ea9556778b30897 c96d855adb6a2e1
e8bd1e99c5b2734 1e0c7339af2d9aa7
1ed18a49b9b24a0a 1bf6590f3588d7e1
13e6936a96c9eddf 6666a5d71a1be52
1113755bceb69ff8 1b8a3f4e1be31d3b
51ba8badb8374b4 9f5050172c6c956
10baa96d5297f350 d4f9960dc039a61
20d1899e681fd52 d49e9a551a6d68
47a878d81213014 a52b00972547cc6
fd3f95e42ca6d46 e7089621c5f9f40
a990830f4a3eade fb68456976fcd5b
17e3730a944bdd97 19ee49667450e023
fbb1497f3b8e648 13c590d4f1f3f4b0
bcf48727957914 9f65c8bd9c11b8b
1feea4134f209ac0 e54bbdbfbe8063f
1bf978a2e30d53d0 d77871a061f57b5
369441f7fb6cb8a 56b31812794aa92
12345f97daa5d9c0 b506a83abaedbc4
ad9b67e60a8dc28 ec13569657c3cbe
f98353f85119b58 149a04e23c1d11c7
17665fd9a294062a db3d303d14f2227
12fedfba0bc80fec 75e392d81160841
46ecd7a272fb5f0 26dd5faa08c316e
1030b0a775ec2851 9355973a2061a7c
61882a03ac7d445 a254cfba1e362a2
15dcc7ba8d32872d 40f3adbd9d653e9
5d6240ba8b9ef00 196bc95de17d211f
19efc4bf54737e75 48b185ca99b96d5
1f0c72afc74b112e 13111443f4f03d1
151ad1efd06141ea 1db26fef9e7f6e57
18145b21d2c3646d 786bb79cd4c2e05
b6252654e284450 4192562f349ed78
13917519d35bb43 1eba182ebc27886f
859df4fa5680608 2029c0e1c88e9bb
1846c1ae581b5302 155eaf4222dc3665
12f05a7de8cf11a3 15fb5a2ce6e16e82
73eea08938c7026 118e193c728db697
19a13dca7f832484 a84c26b666d4019
1a480668a29f56fe a14af2e64862578
f4bc68437a8dbce 1a632c7f8ebbc956
e8945d84bd23a2a 1f7f753c3ee47f9c
116c4dc14098932e 4433fe155a92460
cabe8205086aaeb 1c7ff69cbf977da2
d23a677b35f4670 10f551ae881dfd66
14f94977ac5f33a7 c7ecee738ab80c0
1c412c420e49d706 16a329bf1e8c35c2
e5da13c274774d4 137b87992d0a09cf
c87bfb7948dc851 1c200a4204c8566
1f1967047b84d782 37930ee14dc9237
1b7146647f08d8cb 1e773c8233741f3f
1de4538a0cfb4c40 178ab80385fb3aa8
1352e2dc03ddd90c 4f3d51e82e9b3af
18e7b4deb2f34911 e3160215c4183eb
8eacffa3cdaf34b 1d5808387688d0df
12a7fab2593db392 ccaf9e4607b63cf
4a87adfd3edc404 1c09aa6158fdbc50
10589e436d83b7c7 f57598fb5b8fec7
12385b79e5970c8d 1efac91e4ec87e3a
6fedf6b7a0f00d 1b3d0431c445bfa6
2bb60d65c11a702 17e56752c23b51e7
1185b1dc128baf64 1ed4ae9bfe03f8f6
1b2c824582567e06 38661a524a9beb3
c3791c9bfffdb43 7bc81145679286d
3c0476cc70c9e89 ef03dd6a84ec862
1d37e9929685a0b1 1798d46e4d9ebdcc
1029303f34661c5f e622cfb96efb384
19f708583a76aa9e 187f090a397c53b
b4cdf62dac90b1c 1f858aa8c05c1f35
10ca1a9dddd8ec40 77a06bf013bfb23
1d16b4ba9ce40196 6305eb8c6b2bccb
14db289a6bd80f0f 17b23cf5e9be2084
870147e3838cc83 b56fb05a0172512
a0dd3e1679d466a 196207388648a1
14f16af43e4b3c79 13ddc5844006d77b
d01c5401b351bab 100410a7e7e0085
cdd1529c517f18f d0f04bea6398b8c
1cc3f799871873a7 1ca417b6da279c40
8edfe59a1367d24 177bfb0770c15b03
151b70d6da7eac91 c86ec8592559040
1e8438a34976a2a0 135dc0a10c82f9b9
155185fda2847ba7 1a62a45576394aea
1b0b4977093ffceb 2058598071973e3
2abe321314506c f370db83e054595
1a4e3b6f492ae35b 194ed980c21050c9
1ab33585a798fecb 1f830b885c13db47
1634d50f9a36b1d0 1985e0c575ce059d
15432e8ad93cc8dd 12ae543caf55f4ca
1ec15d8cc488a66 b15c7f64131f17f
1120f5ecb1a532e2 169a0175eb68d331
3e20fd187d0c2d0 f32091368714477
20664b23acb54ec 73e68457504c5b5
de656f9c28f748c 17da16fed368d7e0
1a5f41ffd10c451b d31170513be5443
1c8c969ac0c0731a 13ca54ddc85acb21
12f28d6ddb22a122 1f03912a7dc1362d
12e2ac7642b74ade 93f703faa2ae04f
17683d2b00be6d2d 148377b6d4b13d62
fba4d45533d4daf dd16cce98896912
18100e9e20132d69 1527b6447c443d1e
1e1f159d3f87c7ed 73383b0d7e716b7
19438cc069d73476 1f63964fdbf3e021
1ec0a292783e3bdb 1066425db7c08e15
10826cebb705687b 5514fd0ac7f1214
1fa9e1b957d1ed33 14bec01e25983f47
101910cce2748cd3 de09c590b7d5a1f
90e626b4bf20d0d 10e1a2b47142b311
9a81e662667f126 263ed93e7b345bf
617e6fc7884b5fd 94ac94ac9768b2d
1553cf347d4c9125 118d4a6e3996a86b
a4e647c0fe223b8 1a2f022835d4d3a2
17ea5349f2fcb893 c6f60b9685bed23
158fd8c8a75abce4 1cd1ddd6a5dd3249
12f9423e00397e5b 1927e65006e20c1a
54e45edf9dd3a03 377ded7c635cf8e
e2c09cf12c81319 13c26787ec2d06a8
1fb7c02d1d649ef9 1db93d5c331cc45a
4320fac44e96e08 139909c8866d0123
c1d6537c05be8c0 1ab31c9d129ccf1e
1723a288e78dfc50 7c635f7fd446d86
155dd86c9cf43588 8b2f23251e1367b
fda694e2c80a178 e5af40001b5dd0f
8fd42c0fde685de 10ce4a002cd58e9d
e77286a71574825 a112e0f5a9c6dde
148e2ef8c351cda4 4a375a7fc3901de
395d0c3177429c1 12e31bb198911580
1378611460bb1516 13f80e7180095d3
19c5b8b3c6814c77 c8a831e2064b52d
97719dfc9004e47 dec08a7389f7f9c
7daca8662155481 8dbf059a6e6c4ae
8b3322efded65ce 702589b91a2758a
9dd0ce568004460 9b98e35cfa54685
163dfd963966a8c0 1e86e8635da9f7bb
1eeeae138cd9c529 1ce5d543a984890
1b12c0e749e795ea 1b56230163b4a67b
80e7d0d845095 13d12b9b2ae04805
1da900230430969b 199a6b2311d10a2d
1cf2d89a2bd2edcd 1d802b98455c7b94
7f6c5f15f07c416 dae76ca584aaf52
1137d8bd1ee5ca3c 3583dd01a081b49
1f99b5b6eed35620 1fa5be8f56508dc
16e417c43583d1ba 51ca121891f22a6
10dcb79a3978898f 19499099759b1dd3
16faaf17c3b1cbce c6d32f6737879f5
1118c8c33644ed03 7637892299dfbc4
7ea36cb0f1f52f0 112eba0929ae18c2
52887659de64414 18461fc4e5001907
16c779a301f010a1 75aa2f5c043b824
81150f18c411f68 104ee6ceb0cff7ad
e2a26219af66558 1b5b75f2d33fa92d
91a07b03b9432f5 1c517bfc52731497
1689f5bff24b1edb ccb640e403b4421
136cc8ea6aee16d1 a4959c1e1f4b352
7b947218484def0 279d3df8fea1186
16c7ae35d917926d 1f39df4e321ba308
bf65fcb2c18f531 2925a0f5e0b3a2e
16c00c6159a85197 1035ebcf9c7ef8cb
1284129fdecd05b8 18fbf4110a0dec16
163d219e7f38dd57 951a5c91a308df9
1304021ff130c57b 89a798a7684da3d
10c2eaefc3d4110b 805295d48b8e99a
14a263731509041d 1fd7d506f5ccd51c
5fd0ea0a51356dc 14a55439ca666ea
17fa6af4ef198d48 1521d34624c300e4
f30c6adbb13aa8a 1d6c27566757ab6e
ac39731e5575114 1b2d86cd3f446b06
13cd240602f9fc1 1b3155b96cc483cb
60940c3168aad59 7c0eddbd1cca908
e229dc8ced58d1 3562314fe46ec40
88f3bc21c6f348a d2ad4b1a44ef082
1fa2d082231b7ab2 1c067c56c5d4c65f
13f7d5fa3aca9fab 1652d3ecbd712416
730942bfa1040af 59b3a12f57e1cc3
198cc87d26b5e887 16cda8bd6572f2aa
1e10750f31ec5cac 1284997603d48002
57e84d05f87ae28 c5359a995bae69
4795b344490e111 16752311bd552e7
fe06db861b4c48 15b5447d27e7d46a
102e5b0c48e9f0a9 9a56c4ae9ac2827
10b001e783166f61 f767f1c745479a4
1c42b18ea3732572 1a03f9d8c79f5236
15c00aa7026023b0 b0820fbaf8efe2a
3314df53668175c a43e2607df02681
578a5554c785959 1b0d611ab109b77c
5254c8961001e14 a8f71dded2aa19c
1da1413171ae04f 14d090fef827ab41
11e9cfdfac39c409 11cb2973411a61a9
1c7295c5de295cf1 1aefba0115dae602
c45b9f701fcfcb2 13b97b34b97138ec
12ae2ef5b7dc70b2 ecbacf01ad13cbb
152a7991df4f671c ceb84ce53569fd3
1833f4febce6c101 f8054fffed6b525
1cc8a81956bdca9b c3f62024539510c
1316edec75be7498 cce181f902a9bb7
a9545948e3d389e 5244d521a7534ce
1279caff236b0a15 1d47a8eae7d968dd
1bb81475f895953f 163638e9b2220380
7930672f324e711 1fa4d7f26b072f0c
1b83464adf9158e3 14a0e71ec392a2f9
1cae20871edb08c6 1fb9d84ca8ef00ea
ceda93b481cd707 15c03c7b1343f40a
1e2bb047079087a2 87f3d1cc3abde06
b57efabf3110092 8a6dc193d3d2e3e
1e8985f5477c7f77 82be29dc40f7ad2
1fefb4eb5e2c5ed1 373360d155d32fe
af7dde52e842408 a196ec93a50c901
17d5f5e1756a9023 b9ee1d0b1c0f1ee
352a4f9099d6db7 1442f125c0e6fed2
84d918e0db3158 10d3b4e877ed8b64
1a01d7d4096113a0 6757a6a7149cc74
d114a16eb087d71 119ad7718b251eeb
10338e481969ea46 fe968c9b7f37248
70b14b2b38c7e6f 22f0bdfdb292129
19d960cd935f5000 18831a76983c2d16
54c932057bd67c0 129f6cdc181b96eb
165254e5c8c39cb2 6443f8b6e0b52b2
b165664ee02766c 1bf0cf9fddb73e78
ef08748ba8af581 1c4bf932a45c886a
a0cca2ff26c94ba 19cf8743e5663a98
c86937fec1f28a0 1fde5526ab048721
a890b8a0038bcff 1a7e96f69ea395ac
176722ce7ff56750 58c71707f0ab23b
16737e45f4f2953d 154ad5b90d20db9f
832f708400b781e 1a8d78b940d39d3e
6a764eaeaa12390 1bc9d4db0b6cc37e
1ee21203dfbc1504 a9ac190f8116d49
cc671d574fbeb5 589c4ce4e3e1a14
183eabfc5ce6279e e9570162c8541da
33a27845e7ef5db c04765f798cb76
13ec04c97ba9d601 9ec59e7d0a5f273
a698b0fd2a64d1 105de727a5b8098d
1480399ed103189d 1005bec554864f25
1e696edc31bee6f2 52fd9f2016d4baf
86f029891ca6478 9abbff311d339c5
126f49fb9c2a185f dacff101f220395
19849095e1a3ce80 16e8dbfb6f819843
65b867386826278 1b682a078adb9667
13e9222874541a68 153809da7b58ee5d
a605abbeb246e78 1ee5f42b81cd3d63
10689518d594822d 143bbdd829a546f8
4e3e34393606a85 1fd4286f6af2785a
